tt1821658,The Nut Job,"Animation, Adventure, Comedy"
tt0231775,Down to Earth,"Comedy, Fantasy"
tt0974661,17 Again,"Comedy, Drama, Fantasy"
tt3416828,Ice Age: Collision Course,"Animation, Adventure, Comedy"
tt0453467,Deja Vu,"Action, Crime, Sci-Fi"
tt0123964,Life,"Comedy, Crime, Drama"
tt1402488,Happy Feet Two,"Animation, Adventure, Comedy"
tt1196141,Diary of a Wimpy Kid,"Comedy, Drama, Family"
tt0405325,Sky High,"Adventure, Comedy, Family"
tt1204975,Last Vegas,"Comedy, Drama"
tt0304415,Mona Lisa Smile,Drama
tt5580390,The Shape of Water,"Adventure, Drama, Fantasy"
tt0119360,In & Out,"Comedy, Romance"
tt0119116,The Fifth Element,"Action, Adventure, Sci-Fi"
tt0096463,Working Girl,"Comedy, Drama, Romance"
tt0094332,The Witches of Eastwick,"Comedy, Fantasy, Horror"
tt0103241,What About Bob?,Comedy
tt1401152,Unknown,"Action, Mystery, Thriller"
tt0112431,Babe,"Comedy, Drama, Family"
tt0059800,Thunderball,"Action, Adventure, Thriller"
tt0086200,Risky Business,"Comedy, Crime, Drama"
tt1535438,Hope Springs,"Comedy, Drama, Romance"
tt0082406,The Fox and the Hound,"Animation, Adventure, Drama"
tt0430357,Miami Vice,"Action, Crime, Thriller"
tt0452694,The Time Traveler's Wife,"Drama, Fantasy, Romance"
tt0098439,Tango & Cash,"Action, Comedy, Crime"
tt0160862,She's All That,"Comedy, Romance"
tt0455612,Madea's Family Reunion,"Comedy, Drama, Romance"
tt0374536,Bewitched,"Comedy, Fantasy, Romance"
tt0890870,Saw IV,"Horror, Mystery, Thriller"
tt2702724,The Boss,Comedy
tt0106673,Dave,"Comedy, Romance"
tt0457939,The Holiday,"Comedy, Romance"
tt0089218,The Goonies,"Adventure, Comedy, Family"
tt0107969,Rising Sun,"Action, Crime, Drama"
tt0800039,Forgetting Sarah Marshall,"Comedy, Drama, Romance"
tt0963966,The Sorcerer's Apprentice,"Action, Adventure, Family"
tt0115641,Beavis and Butt-Head Do America,"Animation, Adventure, Comedy"
tt0105323,Scent of a Woman,Drama
tt1179056,A Nightmare on Elm Street,"Crime, Drama, Horror"
tt1294226,The Last Song,"Drama, Music, Romance"
tt0418763,Jarhead,"Action, Biography, Drama"
tt1355683,Black Mass,"Biography, Crime, Drama"
tt0104036,The Crying Game,"Crime, Drama, Romance"
tt3300542,London Has Fallen,"Action, Thriller"
tt0463985,The Fast and the Furious: Tokyo Drift,"Action, Crime, Thriller"
tt1385826,The Adjustment Bureau,"Romance, Sci-Fi, Thriller"
tt0095159,A Fish Called Wanda,"Comedy, Crime"
tt0266987,Spy Game,"Action, Crime, Thriller"
tt7504726,The Call of the Wild,"Adventure, Drama, Family"
tt1496025,Underworld Awakening,"Action, Fantasy, Horror"
tt0401855,Underworld: Evolution,"Action, Fantasy, Thriller"
tt6450804,Terminator: Dark Fate,"Action, Adventure, Sci-Fi"
tt0090966,Down and Out in Beverly Hills,Comedy
tt0780653,The Wolfman,"Drama, Fantasy, Horror"
tt0119715,Mousehunt,Comedy
tt0066206,Patton,"Biography, Drama, War"
tt1731141,Ender's Game,"Action, Adventure, Fantasy"
tt4257926,Miracles from Heaven,"Biography, Drama, Family"
tt3224458,A Beautiful Day in the Neighborhood,"Biography, Drama"
tt0352248,Cinderella Man,"Biography, Drama, History"
tt7146812,Onward,"Animation, Adventure, Comedy"
tt0443536,Hoodwinked!,"Animation, Comedy, Crime"
tt0099582,Flatliners,"Drama, Horror, Sci-Fi"
tt1860357,Deepwater Horizon,"Action, Drama, History"
tt0085995,National Lampoon's Vacation,"Adventure, Comedy"
tt0120053,The Saint,"Action, Adventure, Romance"
tt0775539,Stomp the Yard,"Drama, Music, Romance"
tt0160797,Rules of Engagement,"Drama, Thriller, War"
tt0209958,The Cell,"Horror, Sci-Fi, Thriller"
tt0100157,Misery,"Drama, Thriller"
tt0390022,Friday Night Lights,"Action, Drama, Sport"
tt0393735,The Shaggy Dog,"Comedy, Family, Fantasy"
tt1392214,Prisoners,"Crime, Drama, Mystery"
tt1226229,Get Him to the Greek,"Comedy, Music"
tt0118971,The Devil's Advocate,"Drama, Mystery, Thriller"
tt0075005,The Omen,Horror
tt0183523,Mission to Mars,"Adventure, Sci-Fi, Thriller"
tt0097481,Harlem Nights,"Comedy, Crime, Drama"
tt0200550,Coyote Ugly,"Comedy, Drama, Music"
tt2528814,God's Not Dead,Drama
tt6324278,Abominable,"Animation, Adventure, Comedy"
tt0409182,Poseidon,"Action, Adventure, Thriller"
tt0120910,Fantasia 2000,"Animation, Comedy, Family"
tt0120188,Three Kings,"Action, Adventure, Comedy"
tt0116705,Jingle All the Way,"Adventure, Comedy, Family"
tt0062622,2001: A Space Odyssey,"Adventure, Sci-Fi"
tt0119468,Kiss the Girls,"Crime, Drama, Mystery"
tt1815862,After Earth,"Action, Adventure, Sci-Fi"
tt0871426,Baby Mama,"Comedy, Romance"
tt7547410,Dora and the Lost City of Gold,"Adventure, Comedy, Family"
tt0300471,Shanghai Knights,"Action, Adventure, Comedy"
tt1327194,The Lucky One,"Drama, Mystery, Romance"
tt0209475,The Wedding Planner,"Comedy, Romance"
tt0887883,Burn After Reading,"Comedy, Crime, Drama"
tt0096061,Scrooged,"Comedy, Drama, Fantasy"
tt4501244,Why Him?,Comedy
tt2531344,Blockers,Comedy
tt0115798,The Cable Guy,"Comedy, Drama, Thriller"
tt1220634,Resident Evil: Afterlife,"Action, Adventure, Horror"
tt1391137,Why Did I Get Married Too?,"Comedy, Drama, Romance"
tt0090056,Spies Like Us,"Adventure, Comedy"
tt0112346,The American President,"Comedy, Drama, Romance"
tt0114508,Species,"Action, Horror, Sci-Fi"
tt0356680,The Family Stone,"Comedy, Drama, Romance"
tt0307987,Bad Santa,"Comedy, Crime, Drama"
tt0889583,Brüno,Comedy
tt0119313,Hope Floats,"Drama, Romance"
tt0808510,Tooth Fairy,"Comedy, Family, Fantasy"
tt0184907,Snow Day,"Adventure, Comedy, Family"
tt0343737,The Good Shepherd,"Drama, History, Thriller"
tt0086393,Superman III,"Action, Adventure, Comedy"
tt0119432,Jungle 2 Jungle,"Comedy, Family"
tt0449059,Little Miss Sunshine,"Comedy, Drama"
tt2557478,Pacific Rim: Uprising,"Action, Adventure, Sci-Fi"
tt0437863,The Benchwarmers,"Comedy, Sport"
tt0093773,Predator,"Action, Adventure, Sci-Fi"
tt1028576,Secretariat,"Biography, Drama, Family"
tt3210686,Son of God,"Biography, Drama, History"
tt0314331,Love Actually,"Comedy, Drama, Romance"
tt0348836,Gothika,"Horror, Mystery, Thriller"
tt3760922,My Big Fat Greek Wedding 2,"Comedy, Romance"
tt1645170,The Dictator,Comedy
tt0167190,Hellboy,"Action, Fantasy, Horror"
tt0102266,The Last Boy Scout,"Action, Comedy, Crime"
tt0102492,My Girl,"Comedy, Drama, Family"
tt0327162,The Stepford Wives,"Comedy, Horror, Sci-Fi"
tt2278388,The Grand Budapest Hotel,"Adventure, Comedy, Crime"
tt3014284,The Lego Ninjago Movie,"Animation, Action, Adventure"
tt2980706,Planes: Fire & Rescue,"Animation, Adventure, Comedy"
tt0115956,Courage Under Fire,"Action, Drama, Mystery"
tt0363547,Dawn of the Dead,"Action, Horror"
tt0082158,Chariots of Fire,"Biography, Drama, Sport"
tt1524930,Vacation,"Adventure, Comedy"
tt0104231,Far and Away,"Adventure, Drama, Romance"
tt1386703,Total Recall,"Action, Adventure, Sci-Fi"
tt0423294,Surf's Up,"Animation, Comedy, Family"
tt0159273,Behind Enemy Lines,"Action, Drama, Thriller"
tt0080453,The Blue Lagoon,"Adventure, Drama, Romance"
tt0901476,Bride Wars,"Comedy, Romance"
tt1067583,Water for Elephants,"Drama, Romance"
tt3393786,Jack Reacher: Never Go Back,"Action, Thriller"
tt0104437,"Honey, I Blew Up the Kid","Adventure, Comedy, Family"
tt0430304,Little Man,"Comedy, Crime"
tt0116669,Jack,"Comedy, Drama, Fantasy"
tt1234721,RoboCop,"Action, Crime, Sci-Fi"
tt0098273,Sea of Love,"Crime, Drama, Mystery"
tt0104452,HouseSitter,"Comedy, Romance"
tt0104070,Death Becomes Her,"Comedy, Fantasy, Horror"
tt0118617,Anastasia,"Animation, Adventure, Drama"
tt1282140,Easy A,"Comedy, Drama, Romance"
tt0381971,Curious George,"Animation, Adventure, Comedy"
tt0316356,Open Range,"Action, Drama, Romance"
tt0373883,Halloween,Horror
tt1365519,Tomb Raider,"Action, Adventure, Fantasy"
tt0359950,The Secret Life of Walter Mitty,"Comedy, Drama, Fantasy"
tt0182789,Bicentennial Man,"Comedy, Drama, Sci-Fi"
tt0248667,Ali,"Biography, Drama, Sport"
tt0364751,Without a Paddle,"Adventure, Comedy, Mystery"
tt1469304,Baywatch,"Action, Comedy, Crime"
tt0106697,Demolition Man,"Action, Sci-Fi, Thriller"
tt4500922,Maze Runner: The Death Cure,"Action, Adventure, Sci-Fi"
tt1023481,Step Up 2: The Streets,"Drama, Music, Romance"
tt1189340,The Lincoln Lawyer,"Crime, Drama, Thriller"
tt0289879,The Butterfly Effect,"Drama, Sci-Fi, Thriller"
tt0094142,Throw Momma from the Train,"Comedy, Crime, Thriller"
tt0421239,Red Eye,Thriller
tt0358135,Shall We Dance,"Comedy, Drama, Music"
tt0445990,Invincible,"Biography, Drama, Sport"
tt0056937,Cleopatra,"Biography, Drama, History"
tt0296572,The Chronicles of Riddick,"Action, Adventure, Sci-Fi"
tt1135084,Takers,"Action, Crime, Thriller"
tt0255798,The Animal,"Comedy, Sci-Fi"
tt2671706,Fences,Drama
tt0118799,La vita è bella,"Comedy, Drama, Romance"
tt0124315,The Cider House Rules,"Drama, Romance"
tt0101507,Boyz n the Hood,"Crime, Drama"
tt0397535,Memoirs of a Geisha,"Drama, Romance"
tt0098084,Pet Sematary,"Fantasy, Horror, Thriller"
tt0092925,Dragnet,"Comedy, Crime"
tt0203009,Moulin Rouge!,"Drama, Musical, Romance"
tt2872518,The Shack,"Drama, Fantasy"
tt0450259,Blood Diamond,"Adventure, Drama, Thriller"
tt0111255,The Specialist,"Action, Drama, Thriller"
tt0195945,Next Friday,Comedy
tt0108147,Sister Act 2: Back in the Habit,"Comedy, Family, Music"
tt0096446,Willow,"Action, Adventure, Drama"
tt0190138,The Whole Nine Yards,"Comedy, Crime"
tt0337563,13 Going on 30,"Comedy, Fantasy, Romance"
tt0080455,The Blues Brothers,"Adventure, Comedy, Crime"
tt0120873,U.S. Marshals,"Action, Crime, Thriller"
tt0114746,Twelve Monkeys,"Mystery, Sci-Fi, Thriller"
tt0105699,Unlawful Entry,"Crime, Drama, Thriller"
tt0103786,Beethoven,"Comedy, Drama, Family"
tt0083564,Annie,"Comedy, Drama, Family"
tt0094715,Beaches,"Comedy, Drama, Music"
tt3862750,The Perfect Guy,"Crime, Drama, Horror"
tt0765446,Escape from Planet Earth,"Animation, Adventure, Comedy"
tt1605630,American Reunion,Comedy
tt5886046,Escape Room,"Action, Adventure, Horror"
tt0120744,The Man in the Iron Mask,"Action, Adventure, Drama"
tt0184894,Shanghai Noon,"Action, Adventure, Comedy"
tt6924650,Midway,"Action, Adventure, Drama"
tt0268695,The Time Machine,"Action, Adventure, Sci-Fi"
tt1605783,Midnight in Paris,"Comedy, Fantasy, Romance"
tt1132626,Saw V,"Horror, Mystery"
tt0120633,A Civil Action,Drama
tt2024544,12 Years a Slave,"Biography, Drama, History"
tt0061735,Guess Who's Coming to Dinner,"Comedy, Drama"
tt0112697,Clueless,"Comedy, Romance"
tt0250687,Rat Race,"Action, Adventure, Comedy"
tt0183790,A Knight's Tale,"Action, Adventure, Romance"
tt0116253,Executive Decision,"Action, Adventure, Thriller"
tt0108358,Tombstone,"Action, Biography, Drama"
tt4555426,Darkest Hour,"Biography, Drama, History"
tt2446980,Joy,"Biography, Drama"
tt0436697,The Queen,"Biography, Drama, History"
tt0085244,The Big Chill,"Comedy, Drama"
tt0303933,Drumline,"Comedy, Drama, Romance"
tt0375210,White Noise,"Drama, Horror, Mystery"
tt0099487,Edward Scissorhands,"Drama, Fantasy, Romance"
tt0285823,Once Upon a Time in Mexico,"Action, Crime, Thriller"
tt0829150,Dracula Untold,"Action, Drama, Fantasy"
tt2674426,Me Before You,"Drama, Romance"
tt0305711,Just Married,"Comedy, Romance"
tt1502712,Fantastic Four,"Action, Adventure, Sci-Fi"
tt0117381,Primal Fear,"Crime, Drama, Mystery"
tt0312004,The Curse of the Were-Rabbit,"Animation, Adventure, Comedy"
tt0377471,Be Cool,"Comedy, Crime, Drama"
tt1623288,ParaNorman,"Animation, Adventure, Comedy"
tt0387564,Saw,"Horror, Mystery"
tt0165929,Romeo Must Die,"Action, Crime, Thriller"
tt0104291,Forever Young,"Drama, Romance, Sci-Fi"
tt1632708,Friends with Benefits,"Comedy, Romance"
tt1621039,Free Birds,"Animation, Adventure, Comedy"
tt1428538,Hansel & Gretel: Witch Hunters,"Action, Fantasy, Horror"
tt0120663,Eyes Wide Shut,"Drama, Mystery, Thriller"
tt5308322,Happy Death Day,"Horror, Mystery, Thriller"
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,"Animation, Action, Adventure"
tt0089822,Police Academy 2: Their First Assignment,Comedy
tt0120832,Snake Eyes,"Crime, Mystery, Thriller"
tt3691740,The BFG,"Adventure, Family, Fantasy"
tt0151738,Never Been Kissed,"Comedy, Drama, Romance"
tt0103644,Alien³,"Action, Horror, Sci-Fi"
tt4438848,Neighbors 2: Sorority Rising,Comedy
tt0086006,Never Say Never Again,"Action, Adventure, Thriller"
tt0492044,The Haunting in Connecticut,"Drama, Horror, Mystery"
tt0120889,What Dreams May Come,"Drama, Fantasy, Romance"
tt0821640,Ghosts of Girlfriends Past,"Comedy, Fantasy, Romance"
tt0906108,Why Did I Get Married?,"Comedy, Drama"
tt4052882,The Shallows,"Drama, Horror, Thriller"
tt1464540,I Am Number Four,"Action, Adventure, Sci-Fi"
tt0120694,Halloween H20: 20 Years Later,"Horror, Thriller"
tt0406816,The Guardian,"Action, Adventure, Drama"
tt0260866,Don't Say a Word,"Drama, Mystery, Thriller"
tt0119395,The Jackal,"Action, Crime, Drama"
tt0120177,Spawn,"Action, Drama, Horror"
tt5523010,The Nutcracker and the Four Realms,"Adventure, Family, Fantasy"
tt0101745,Doc Hollywood,"Comedy, Drama, Romance"
tt0120201,Starship Troopers,"Action, Adventure, Sci-Fi"
tt0082398,For Your Eyes Only,"Action, Adventure, Thriller"
tt1711525,Office Christmas Party,Comedy
tt0081283,Ordinary People,Drama
tt1596350,This Means War,"Action, Comedy, Romance"
tt4913966,The Curse of la Llorona,"Horror, Mystery, Thriller"
tt1636826,Project X,Comedy
tt2854926,Tag,"Action, Comedy"
tt0837563,Pet Sematary,"Horror, Mystery, Thriller"
tt0945513,Source Code,"Action, Drama, Mystery"
tt0122718,Small Soldiers,"Action, Adventure, Comedy"
tt2094766,Assassin's Creed,"Action, Adventure, Sci-Fi"
tt7634968,What Men Want,"Comedy, Fantasy, Romance"
tt0466909,The Omen,"Action, Adventure, Fantasy"
tt0375679,Crash,"Crime, Drama, Thriller"
tt1598822,New Year's Eve,"Comedy, Romance"
tt5027774,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama"
tt0096754,The Abyss,"Adventure, Drama, Mystery"
tt2170439,Horrible Bosses 2,"Comedy, Crime"
tt1596365,The Woman in Black,"Drama, Fantasy, Horror"
tt2980648,The Hundred-Foot Journey,"Comedy, Drama"
tt1288558,Evil Dead,"Fantasy, Horror, Thriller"
tt0245844,The Count of Monte Cristo,"Action, Adventure, Drama"
tt0093378,La Bamba,"Biography, Drama, Music"
tt0453556,TMNT,"Animation, Action, Adventure"
tt3460252,The Hateful Eight,"Crime, Drama, Mystery"
tt0414982,Final Destination 3,"Horror, Thriller"
tt3628584,Barbershop: The Next Cut,"Comedy, Drama"
tt1591095,Insidious,"Horror, Mystery, Thriller"
tt0084855,The Verdict,Drama
tt0108333,The Three Musketeers,"Action, Adventure, Comedy"
tt2109184,Paranormal Activity 4,"Horror, Mystery, Thriller"
tt0118655,Austin Powers: International Man of Mystery,"Adventure, Comedy"
tt2381941,Focus,"Comedy, Crime, Drama"
tt0117918,Tin Cup,"Comedy, Drama, Romance"
tt0338337,Paycheck,"Action, Mystery, Sci-Fi"
tt0095956,Rambo III,"Action, Adventure"
tt0299977,Ying xiong,"Action, Adventure, History"
tt0431308,P.S. I Love You,"Comedy, Drama, Romance"
tt0114319,Sabrina,"Comedy, Drama, Romance"
tt0107985,Rookie of the Year,"Comedy, Family, Fantasy"
tt0381849,3:10 to Yuma,"Action, Crime, Drama"
tt7040874,A Simple Favor,"Comedy, Crime, Drama"
tt0100419,Problem Child,"Comedy, Family"
tt0106375,Beethoven's 2nd,"Comedy, Family, Romance"
tt0093870,RoboCop,"Action, Crime, Sci-Fi"
tt0443295,"Yours, Mine & Ours","Comedy, Family, Fantasy"
tt1055292,Life as We Know It,"Comedy, Drama, Romance"
tt6751668,Gisaengchung,"Comedy, Drama, Thriller"
tt0121164,Corpse Bride,"Animation, Drama, Family"
tt0163862,T-Rex: Back to the Cretaceous,"Adventure, Family, Fantasy"
tt0195714,Final Destination,"Horror, Thriller"
tt0117665,Sleepers,"Crime, Drama, Thriller"
tt0070511,Papillon,"Biography, Crime, Drama"
tt1821694,RED 2,"Action, Adventure, Comedy"
tt1560985,The Devil Inside,Horror
tt0099052,Arachnophobia,"Comedy, Fantasy, Horror"
tt0482571,The Prestige,"Drama, Mystery, Sci-Fi"
tt5619332,Life of the Party,Comedy
tt0892318,Letters to Juliet,"Adventure, Comedy, Drama"
tt0221027,Blow,"Biography, Crime, Drama"
tt0104952,My Cousin Vinny,"Comedy, Crime"
tt0141098,Forces of Nature,"Comedy, Romance"
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,"Drama, Horror, Musical"
tt0139699,Varsity Blues,"Comedy, Drama, Romance"
tt0139462,Message in a Bottle,"Drama, Romance"
tt4172430,13 Hours,"Action, Drama, War"
tt0384642,Kicking & Screaming,"Comedy, Family, Romance"
tt0292506,The Recruit,"Action, Thriller"
tt0250797,Unfaithful,"Drama, Romance, Thriller"
tt0083987,Gandhi,"Biography, Drama, History"
tt0109831,Four Weddings and a Funeral,"Comedy, Drama, Romance"
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,"Comedy, Family"
tt0074751,King Kong,"Adventure, Horror"
tt0482606,The Strangers,"Horror, Thriller"
tt2011159,No Good Deed,"Action, Crime, Drama"
tt2609758,A Madea Christmas,"Comedy, Drama, Romance"
tt1027718,Wall Street: Money Never Sleeps,Drama
tt1798684,Southpaw,"Action, Drama, Sport"
tt0359013,Blade: Trinity,"Action, Adventure, Fantasy"
tt0265666,The Royal Tenenbaums,"Comedy, Drama"
tt0316465,Radio,"Biography, Drama, Sport"
tt0410297,The Lake House,"Drama, Fantasy, Romance"
tt0090863,The Color of Money,"Drama, Sport"
tt0092005,Stand by Me,"Adventure, Drama"
tt0062994,Funny Girl,"Biography, Comedy, Drama"
tt3195644,Insidious: Chapter 3,"Horror, Mystery, Thriller"
tt0098382,Star Trek V: The Final Frontier,"Action, Adventure, Fantasy"
tt0309698,Identity,"Mystery, Thriller"
tt0110366,The Little Rascals,"Comedy, Family, Romance"
tt0099077,Awakenings,"Biography, Drama"
tt1020072,Selma,"Biography, Drama, History"
tt0865556,The Forbidden Kingdom,"Action, Adventure, Fantasy"
tt0158983,"South Park: Bigger, Longer & Uncut","Animation, Comedy, Fantasy"
tt1424381,Predators,"Action, Adventure, Sci-Fi"
tt2070862,Temptation: Confessions of a Marriage Counselor,"Drama, Thriller"
tt0086879,Amadeus,"Biography, Drama, History"
tt0320691,Underworld,"Action, Fantasy, Thriller"
tt0349683,King Arthur,"Action, Adventure, Drama"
tt1911644,The Call,"Crime, Drama, Horror"
tt1201167,Funny People,"Comedy, Drama"
tt1462769,The Odd Life of Timothy Green,"Comedy, Drama, Family"
tt0181536,Finding Forrester,Drama
tt1068242,Footloose,"Comedy, Drama, Music"
tt1071875,Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller"
tt0242445,Exit Wounds,"Action, Crime, Thriller"
tt3741834,Lion,"Biography, Drama"
tt1385912,I Can Do Bad All by Myself,"Comedy, Drama"
tt0078966,The China Syndrome,"Drama, Thriller"
tt0067116,The French Connection,"Action, Crime, Drama"
tt2406566,Atomic Blonde,"Action, Thriller"
tt0308644,Finding Neverland,"Biography, Drama, Family"
tt0053285,Sleeping Beauty,"Animation, Family, Fantasy"
tt1601913,The Grey,"Action, Adventure, Drama"
tt1179891,My Bloody Valentine,"Horror, Mystery, Thriller"
tt0356470,A Cinderella Story,"Comedy, Family, Romance"
tt0308506,Like Mike,"Comedy, Family, Fantasy"
tt0105435,Sneakers,"Comedy, Crime, Drama"
tt0215750,Enemy at the Gates,"Drama, History, War"
tt0116136,DragonHeart,"Action, Adventure, Fantasy"
tt3532216,American Made,"Action, Biography, Comedy"
tt0106701,Dennis the Menace,"Comedy, Family"
tt0293508,The Phantom of the Opera,"Drama, Musical, Romance"
tt0064603,The Love Bug,"Comedy, Family, Sport"
tt0092699,Broadcast News,"Comedy, Drama, Romance"
tt0318627,Resident Evil: Apocalypse,"Action, Horror, Sci-Fi"
tt0093428,The Living Daylights,"Action, Adventure, Thriller"
tt2281587,Muppets Most Wanted,"Adventure, Comedy, Crime"
tt0110622,Naked Gun 33 1/3: The Final Insult,"Comedy, Crime"
tt0382077,Hide and Seek,"Drama, Horror, Mystery"
tt0118055,Up Close & Personal,"Drama, Romance"
tt0371724,The Hitchhiker's Guide to the Galaxy,"Adventure, Comedy, Sci-Fi"
tt0058150,Goldfinger,"Action, Adventure, Thriller"
tt0075223,Silver Streak,"Action, Comedy, Crime"
tt3829266,The Predator,"Action, Adventure, Sci-Fi"
tt0783233,Atonement,"Drama, Mystery, Romance"
tt0094812,Bull Durham,"Comedy, Romance, Sport"
tt0420238,The Tale of Despereaux,"Animation, Adventure, Comedy"
tt0472043,Apocalypto,"Action, Adventure, Drama"
tt0114496,Something to Talk About,"Comedy, Drama, Romance"
tt0138749,The Road to El Dorado,"Animation, Adventure, Comedy"
tt1204977,Ouija,"Horror, Mystery, Thriller"
tt0787474,The Boxtrolls,"Animation, Adventure, Comedy"
tt0365737,Syriana,"Drama, Thriller"
tt0104868,The Mighty Ducks,"Comedy, Drama, Family"
tt0075784,A Bridge Too Far,"Drama, History, War"
tt0113957,The Net,"Action, Crime, Drama"
tt1648190,The Dark Tower,"Action, Adventure, Fantasy"
tt0174856,The Hurricane,"Biography, Drama, Sport"
tt0109506,The Crow,"Action, Drama, Fantasy"
tt0432021,Resident Evil: Extinction,"Action, Horror, Sci-Fi"
tt0422093,Diary of a Mad Black Woman,"Comedy, Drama, Romance"
tt0120751,Mighty Joe Young,"Action, Adventure, Family"
tt0089155,Fletch,"Comedy, Crime, Mystery"
tt1205537,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller"
tt0758766,Music and Lyrics,"Comedy, Music, Romance"
tt0290095,The Tuxedo,"Action, Comedy, Sci-Fi"
tt1355630,If I Stay,"Drama, Fantasy, Music"
tt0082405,The Four Seasons,"Comedy, Drama"
tt0272152,K-PAX,"Drama, Mystery, Sci-Fi"
tt0090264,A View to a Kill,"Action, Adventure, Thriller"
tt1563742,Overboard,"Comedy, Romance"
tt0240890,Serendipity,"Comedy, Romance"
tt1231587,Hot Tub Time Machine,"Comedy, Sci-Fi"
tt0110632,Natural Born Killers,"Action, Crime, Drama"
tt0109127,Angels in the Outfield,"Comedy, Family, Fantasy"
tt2935510,Ad Astra,"Adventure, Drama, Mystery"
tt0118771,Breakdown,"Crime, Drama, Mystery"
tt2262227,The Book of Life,"Animation, Adventure, Comedy"
tt0110367,Little Women,"Drama, Family, Romance"
tt0108185,Sommersby,"Drama, Mystery, Romance"
tt5052474,Sicario: Day of the Soldado,"Action, Adventure, Crime"
tt0118548,Absolute Power,"Action, Crime, Drama"
tt0116250,Evita,"Biography, Drama, History"
tt0145531,Stigmata,Horror
tt0299172,Home on the Range,"Animation, Adventure, Comedy"
tt0114781,Under Siege 2: Dark Territory,"Action, Thriller"
tt5727208,Uncut Gems,"Crime, Drama, Thriller"
tt0111693,When a Man Loves a Woman,"Drama, Romance"
tt0107362,Last Action Hero,"Action, Adventure, Comedy"
tt0114887,A Walk in the Clouds,"Drama, Romance"
tt0072890,Dog Day Afternoon,"Biography, Crime, Drama"
tt0485985,Red Tails,"Action, Drama, History"
tt1980209,Pain & Gain,"Action, Comedy, Crime"
tt0091396,Legal Eagles,"Comedy, Crime, Romance"
tt0081353,Popeye,"Adventure, Comedy, Family"
tt0097815,Major League,"Comedy, Sport"
tt0376105,Racing Stripes,"Adventure, Comedy, Drama"
tt0422774,Are We Done Yet?,"Comedy, Family, Fantasy"
tt0078163,Revenge of the Pink Panther,"Comedy, Crime, Mystery"
tt0455824,Australia,"Adventure, Comedy, Drama"
tt0093748,"Planes, Trains & Automobiles","Comedy, Drama"
tt0976238,Old Dogs,"Comedy, Family"
tt0313542,Runaway Jury,"Crime, Drama, Thriller"
tt0457400,Land of the Lost,"Action, Adventure, Comedy"
tt0073692,Shampoo,"Comedy, Drama"
tt0095742,A Nightmare on Elm Street 4: The Dream Master,Horror
tt0089670,National Lampoon's European Vacation,"Adventure, Comedy"
tt0120461,Volcano,"Action, Drama, Sci-Fi"
tt7349662,BlacKkKlansman,"Biography, Crime, Drama"
tt1078588,My Sister's Keeper,"Drama, Family"
tt0431021,The Possession,"Horror, Mystery, Thriller"
tt0937375,This Christmas,"Comedy, Drama, Romance"
tt0101516,Bugsy,"Biography, Crime, Drama"
tt0090859,Cobra,"Action, Crime, Thriller"
tt0465538,Michael Clayton,"Crime, Drama, Mystery"
tt2023453,Diary of a Wimpy Kid: Dog Days,"Comedy, Family"
tt0077416,The Deer Hunter,"Drama, War"
tt4925292,Lady Bird,"Comedy, Drama"
tt0106220,Addams Family Values,"Comedy, Fantasy"
tt0203019,Men of Honor,"Biography, Drama"
tt6791096,I Feel Pretty,"Comedy, Romance"
tt2452244,Isn't It Romantic,"Comedy, Fantasy, Romance"
tt0408345,Firewall,"Crime, Thriller"
tt1826590,About Last Night,"Comedy, Romance"
tt0120179,Speed 2: Cruise Control,"Action, Adventure, Crime"
tt0466342,Date Movie,"Comedy, Romance"
tt1025100,Gemini Man,"Action, Drama, Sci-Fi"
tt0385307,Miss Congeniality 2: Armed & Fabulous,"Action, Comedy, Crime"
tt1578275,The Dilemma,"Comedy, Drama"
tt0316396,Peter Pan,"Adventure, Family, Fantasy"
tt0280030,Return to Never Land,"Animation, Adventure, Family"
tt2381991,The Huntsman: Winter's War,"Action, Adventure, Drama"
tt0265298,Big Fat Liar,"Adventure, Comedy, Family"
tt0119174,The Game,"Action, Drama, Mystery"
tt0425123,Just Like Heaven,"Comedy, Drama, Fantasy"
tt0852713,The House Bunny,"Comedy, Romance"
tt0089560,Mask,"Biography, Drama"
tt0108525,Wayne's World 2,"Comedy, Music"
tt0104797,Malcolm X,"Biography, Drama, History"
tt0119173,G.I. Jane,"Action, Drama, War"
tt0088272,Tightrope,"Crime, Mystery, Thriller"
tt0396592,Fat Albert,"Animation, Comedy, Family"
tt0117372,The Preacher's Wife,"Comedy, Drama, Fantasy"
tt0095489,The Land Before Time,"Animation, Adventure, Drama"
tt1922777,Sinister,"Horror, Mystery, Thriller"
tt1250777,Kick-Ass,"Action, Comedy, Crime"
tt4302938,Kubo and the Two Strings,"Animation, Action, Adventure"
tt0363988,Secret Window,"Drama, Mystery, Thriller"
tt0105414,Single White Female,"Drama, Thriller"
tt0410377,Nim's Island,"Adventure, Family, Fantasy"
tt0087781,The Natural,"Drama, Sport"
