imdb_movies
id,title,genre
tt0046931,Mandato di cattura,"Crime, Drama, Film-Noir"
tt0046935,Il terrore corre sull'autostrada,"Crime, Drama, Film-Noir"
tt0046936,Rullo di tamburi,"Adventure, Western"
tt0046937,Al di là del fiume,Western
tt0046942,Duello nella giungla,Adventure
tt0046949,Sinuhe l'egiziano,"Biography, Drama, History"
tt0046951,La pista degli elefanti,"Adventure, Drama"
tt0046954,Emil und die Detektive,"Adventure, Family"
tt0046961,Escuela de vagabundos,"Comedy, Drama"
tt0046963,La sete del potere,Drama
tt0046967,Far til fire i sneen,"Comedy, Family"
tt0046969,The Fast and the Furious,"Crime, Drama, Mystery"
tt0046970,Uno strano detective,"Comedy, Crime, Drama"
tt0046977,Fire Maidens from Outer Space,Sci-Fi
tt0046979,Malaga,"Adventure, Crime, Drama"
tt0046982,La fiamma e la carne,Drama
tt0046986,Das fliegende Klassenzimmer,"Drama, Comedy, Family"
tt0046991,Sposi in rodaggio,"Comedy, Romance"
tt0046992,Il marchio del cobra,"Crime, Drama"
tt0046994,I desperados della frontiera,"Action, Romance, Western"
tt0046995,Francis Joins the WACS,"Comedy, Fantasy"
tt0046998,French Cancan,"Comedy, Drama, Musical"
tt0047000,La linea francese,"Comedy, Musical, Romance"
tt0047011,Giocatore d'azzardo,"Action, Adventure, Mystery"
tt0047013,Il prigioniero della miniera,"Action, Adventure, Drama"
tt0047015,The Gay Dog,Comedy
tt0047021,Geroite na Shipka,"Drama, History, War"
tt0047024,Giorni d'amore,"Comedy, Drama"
tt0047025,Un giorno in pretura,"Comedy, Drama"
tt0047026,Giovanna d'Arco al rogo,"Biography, Drama, History"
tt0047029,Giulietta e Romeo,"Drama, Romance"
tt0047030,La storia di Glenn Miller,"Biography, Drama, Music"
tt0047032,Go Man Go,"Drama, Sport"
tt0047033,Attacco alla base spaziale US,"Drama, Horror, Romance"
tt0047034,Godzilla,"Action, Drama, Horror"
tt0047036,The Golden Idol,Adventure
tt0047040,L'età della violenza,"Crime, Drama, Thriller"
tt0047041,Gorilla in fuga,"Crime, Film-Noir, Mystery"
tt0047044,Il grande gioco,Drama
tt0047048,La grande speranza,"Romance, War, Action"
tt0047050,Fuoco verde,"Adventure, Drama"
tt0047057,Gula divisionen,"Adventure, Drama"
tt0047059,Zingaro,"Drama, Family, Western"
tt0047062,Hanno rubato un tram,Comedy
tt0047066,L'incubo dei Mau Mau,Drama
tt0047067,The House Across the Lake,"Crime, Drama"
tt0047072,Inferno sotto zero,"Action, Adventure, Drama"
tt0047073,Operazione mistero,"Action, Adventure, Drama"
tt0047074,La casbah di Honolulu,"Action, Adventure, Crime"
tt0047076,Tra due amori,"Comedy, Drama"
tt0047085,The 'Maggie',Comedy
tt0047086,Prigionieri del cielo,"Action, Adventure, Drama"
tt0047087,FBI operazione Las Vegas,"Crime, Drama, Film-Noir"
tt0047089,Hilmanpäivät,Comedy
tt0047094,Hobson il tiranno,"Comedy, Drama, Romance"
tt0047099,Huis-clos,Drama
tt0047101,La bestia umana,"Drama, Film-Noir, Romance"
tt0047102,Giungla umana,"Crime, Drama, Film-Noir"
tt0047106,I kongens klæ'r,"Comedy, Crime"
tt0047112,Impulse,"Crime, Drama, Mystery"
tt0047119,An Inspector Calls,"Crime, Drama, Mystery"
tt0047120,Les intrigantes,"Crime, Drama, Thriller"
tt0047123,La ragazza del secolo,"Comedy, Romance"
tt0047127,Jail Bait,"Crime, Drama, Film-Noir"
tt0047128,Jan Hus,Drama
tt0047130,Le amanti di Jesse il bandito,Western
tt0047133,Il tesoro del Rio delle Amazzoni,"Adventure, Romance, Thriller"
tt0047135,Bolide rosso,"Action, Comedy, Drama"
tt0047136,Johnny Guitar,"Drama, Western"
tt0047137,La grande carovana,Western
tt0047138,Jungle Gents,Comedy
tt0047139,Jungle Man-Eaters,Adventure
tt0047148,L'orma del leopardo,Adventure
tt0047149,Guerra tra i pianeti,"Horror, Mystery, Sci-Fi"
tt0047150,Riccardo cuor di leone,"Adventure, History, Romance"
tt0047152,Un pizzico di follia,Comedy
tt0047158,2x2 néha 5,Comedy
tt0047162,L'ultima volta che vidi Parigi,"Drama, Romance"
tt0047163,La legge contro Billy Kid,"Romance, Western"
tt0047165,Lease of Life,Drama
tt0047167,Lezione d'amore,"Comedy, Drama, Romance"
tt0047172,L'ultimo ponte,"Drama, War"
tt0047178,L'ultimo agguato,"Drama, Film-Noir"
tt0047180,Liliomfi,Comedy
tt0047184,Più vivo che morto,"Comedy, Musical"
tt0047188,Una pistola che canta,"Romance, Western"
tt0047189,Il ciclone dei Caraibi,"Action, Adventure, Drama"
tt0047190,La lunga notte,"Adventure, Crime, Drama"
tt0047191,12 metri d'amore,"Comedy, Romance"
tt0047192,La morsa si chiude,"Crime, Drama, Film-Noir"
tt0047194,Un pizzico di fortuna,"Comedy, Musical, Romance"
tt0047195,Ludwig II: Glanz und Ende eines Königs,"Biography, Drama, History"
tt0047197,Ma and Pa Kettle at Home,Comedy
tt0047199,Mad About Men,"Comedy, Fantasy"
tt0047200,Il mostro delle nebbie,"Horror, Mystery, Thriller"
tt0047203,Magnifica ossessione,"Drama, Romance"
tt0047205,Fossa dei dannati,"Drama, Film-Noir, Thriller"
tt0047207,Mambo,Drama
tt0047209,La mano nell'ombra,"Mystery, Thriller"
tt0047213,Donne da vendere,"Adventure, Crime, Drama"
tt0047217,Marianne de ma jeunesse,"Drama, Fantasy, Romance"
tt0047224,Il medico dei pazzi,Comedy
tt0047225,Meet Mr. Callaghan,"Crime, Drama"
tt0047229,La spada di robin hood,Adventure
tt0047230,I valorosi,"Drama, War"
tt0047232,Asfalto rosso,"Crime, Drama, Film-Noir"
tt0047235,El mil amores,"Comedy, Drama"
tt0047238,Miseria e nobiltà,Comedy
tt0047240,Miss Robin Crusoe,"Adventure, Comedy"
tt0047243,Le amanti di Monsieur Ripois,"Comedy, Drama, Romance"
tt0047244,Monster from the Ocean Floor,"Horror, Sci-Fi"
tt0047250,Il montone a cinque zampe,Comedy
tt0047259,L'amore di una grande regina,"Comedy, History, Romance"
tt0047263,Anatomia di un delitto,"Crime, Drama, Film-Noir"
tt0047264,Furia bianca,"Adventure, Drama, Thriller"
tt0047265,Nana,"Drama, Romance"
tt0047272,La nave delle donne maledette,"Adventure, Drama"
tt0047278,La scogliera della morte,"Fantasy, Mystery, Thriller"
tt0047279,Gente di notte,"Adventure, Crime, Mystery"
tt0047281,Ventiquattro occhi,Drama
tt0047287,Novio a la vista,Comedy
tt0047291,Domanda di grazia,"Crime, Drama"
tt0047296,Fronte del porto,"Crime, Drama, Thriller"
tt0047298,La ragazza dei miei sogni,Comedy
tt0047300,Onna no sono,Drama
tt0047310,Orders Are Orders,Comedy
tt0047313,L'oro di Napoli,"Comedy, Drama"
tt0047315,Ôsaka no yado,Drama
tt0047317,The Other Woman,"Crime, Drama, Film-Noir"
tt0047319,Out of the Clouds,Drama
tt0047320,Il cacciatore di fortuna,"Drama, Romance, Western"
tt0047323,Verso il Far West,Western
tt0047325,Pagato per uccidere,"Crime, Drama"
tt0047327,"Pane, amore e gelosia","Comedy, Romance"
tt0047328,"Papà, mammà, la cameriera ed io","Comedy, Romance"
tt0047331,Paris Playboys,Comedy
tt0047334,Il cavaliere implacabile,"Adventure, Western"
tt0047336,La paura,Drama
tt0047338,Pekka ja Pätkä lumimiehen jäljillä,Comedy
tt0047348,Il mostro della via Morgue,"Crime, Horror, Mystery"
tt0047349,Phffft... e l'amore si sgonfia,"Comedy, Romance"
tt0047358,Poisson d'avril,Comedy
tt0047365,Il principe coraggioso,"Action, Adventure, Drama"
tt0047366,La principessa del Nilo,"Adventure, Fantasy, Romance"
tt0047369,Prisoner of War,"Drama, War"
tt0047370,Dollari che scottano,"Crime, Drama, Film-Noir"
tt0047372,Proibito,Drama
tt0047376,Pianura rossa,"Adventure, Drama, War"
tt0047377,Criminale di turno,"Crime, Drama, Film-Noir"
tt0047387,Radio Cab Murder,"Crime, Drama"
tt0047388,La spia dei ribelli,"Action, Drama, War"
tt0047389,Gli avvoltoi della strada ferrata,"Romance, Western"
tt0047390,The Rainbow Jacket,"Drama, Sport"
tt0047395,Radici,Drama
tt0047396,La finestra sul cortile,"Mystery, Thriller"
tt0047397,La ribellione degli impiccati,"Drama, Adventure"
tt0047400,Giarrettiere rosse,"Action, Music, Romance"
tt0047401,La regina Margot,Drama
tt0047405,Return from the Sea,"Drama, Romance"
tt0047406,Ritorno all'isola del tesoro,"Adventure, Family"
tt0047408,Rapsodia,"Drama, Musical, Romance"
tt0047411,La mano vendicatrice,Western
tt0047413,L'assedio di fuoco,Western
tt0047416,Il circo delle meraviglie,"Adventure, Mystery"
tt0047417,Rivolta al blocco 11,"Crime, Drama, Film-Noir"
tt0047421,River Beat,"Crime, Drama"
tt0047422,La magnifica preda,"Action, Adventure, Drama"
tt0047424,Senza scampo,"Crime, Drama, Film-Noir"
tt0047427,La romana,Drama
tt0047429,Rose Marie,"Musical, Adventure, Comedy"
tt0047432,L'uomo e il diavolo,"Drama, Romance"
tt0047434,The Runaway Bus,"Comedy, Crime, Mystery"
tt0047435,Il fiume e la morte,Drama
tt0047437,Sabrina,"Comedy, Drama, Romance"
tt0047440,La banda del Tamigi,"Crime, Mystery"
tt0047443,Sfida a Silver City,"Drama, History"
tt0047445,L'intendente Sanshô,Drama
tt0047448,La fortezza dei tiranni,"Adventure, Romance"
tt0047449,Le giubbe rosse del Saskatchewan,"Adventure, Western"
tt0047451,Sanerbruch: questa era la mia vita,"Biography, Drama"
tt0047463,The Sea Shall Not Have Them,"Drama, War"
tt0047464,Il segreto degli Incas,Adventure
tt0047466,Il seduttore,Comedy
tt0047467,La valle dei Maori,"Adventure, Drama, History"
tt0047469,Senso,"Drama, History, Romance"
tt0047472,7 spose per 7 fratelli,"Comedy, Drama, Musical"
tt0047475,Terrore a Shanghai,"Action, Crime, Drama"
tt0047476,Bella ma pericolosa,"Comedy, Drama"
tt0047478,I sette samurai,"Action, Adventure, Drama"
tt0047479,Il colpevole è tra noi,"Crime, Drama, Film-Noir"
tt0047484,Versailles,"Comedy, Drama, History"
tt0047488,Il terrore delle Montagne Rocciose,Western
tt0047490,Il re dei barbari,"Adventure, Biography, Drama"
tt0047494,Il calice d'argento,"Drama, Romance"
tt0047495,La campana ha suonato,Western
tt0047499,La settimana blu,"Drama, Romance"
tt0047501,La strage del 7º Cavalleggeri,Western
tt0047505,La tigre nell'ombra,"Drama, Thriller"
tt0047507,The Snow Creature,"Horror, Sci-Fi"
tt0047508,Tre americani a Parigi,"Comedy, Musical, Romance"
tt0047517,Pionieri della California,Western
tt0047522,È nata una stella,"Drama, Musical, Romance"
tt0047525,Giungla d'acciaio,"Crime, Drama, Film-Noir"
tt0047528,La strada,Drama
tt0047529,Stranger from Venus,Sci-Fi
tt0047532,Chrichina,"Comedy, Romance"
tt0047537,Il principe studente,"Musical, Romance"
tt0047538,Styrmand Karlsen,"Comedy, Family"
tt0047542,Gangsters in agguato,"Crime, Drama, Film-Noir"
tt0047550,Susanna ha dormito qui,"Comedy, Drama"
tt0047556,Tanganika,"Action, Adventure, Drama"
tt0047559,Obbiettivo Terra,"Horror, Sci-Fi"
tt0047561,Taxi Driver,"Musical, Romance"
tt0047562,Il figlio di Kociss,"Action, Drama, Romance"
tt0047563,The Teckman Mystery,Mystery
tt0047566,Tennessee Champ,Drama
tt0047567,"Teodora, imperatrice di Bisanzio","Adventure, Drama, Romance"
tt0047568,Dangerous Voyage,"Crime, Drama"
tt0047572,Il generale del diavolo,"Drama, War"
tt0047573,Assalto alla terra,"Horror, Sci-Fi"
tt0047574,Follie dell'anno,"Comedy, Drama, Musical"
tt0047575,Cavalcata ad ovest,Western
tt0047577,Cittadino dello spazio,"Horror, Mystery, Sci-Fi"
tt0047579,Tre casi di assassinio,"Crime, Drama, Fantasy"
tt0047580,Tre soldi nella fontana,"Drama, Romance"
tt0047581,3 ore per uccidere,"Action, Drama, Mystery"
tt0047582,Il circo a tre piste,Comedy
tt0047583,Tre ragazzi del Texas,Western
tt0047589,"To Dorothy, a Son",Comedy
tt0047590,Tobor - Il re dei robot,Sci-Fi
tt0047594,Tômei ningen,"Crime, Mystery, Sci-Fi"
tt0047595,L'eredità di un uomo tranquillo,Comedy
tt0047597,La torre di Nesle,"Drama, History"
tt0047598,Totò all'inferno,Comedy
tt0047603,La belva,"Drama, Western"
tt0047625,Trafficanti d'oro,"Crime, Drama, Mystery"
tt0047628,Ukrotitelnitsa tigrov,"Comedy, Romance"
tt0047629,"Uli, der Knecht","Comedy, Drama, Romance"
tt0047630,Ulisse,"Adventure, Fantasy, History"
tt0047634,The Stranger Came Home,"Drama, Mystery"
tt0047638,Uwasa no onna,"Drama, Romance"
tt0047641,La valle dei re,Adventure
tt0047644,Ved Kongelunden...,"Comedy, Musical, Romance"
tt0047647,Vera Cruz,"Adventure, Western"
tt0047650,Vernye druz'ya,"Comedy, Romance"
tt0047669,Ad ovest di Zanzibar,"Adventure, Drama"
tt0047673,Bianco Natale,"Comedy, Musical, Romance"
tt0047674,A 3 passi dalla forca,"Crime, Drama"
tt0047675,The White Orchid,"Adventure, Romance"
tt0047676,La ragazza da 20 dollari,"Drama, Film-Noir"
tt0047677,Il selvaggio,"Crime, Drama, Romance"
tt0047679,Ti ho visto uccidere,"Crime, Drama, Film-Noir"
tt0047680,Il mondo è delle donne,Drama
tt0047681,Singapore intrigo internazionale,"Crime, Drama, Film-Noir"
tt0047682,Yama no oto,Drama
tt0047684,Yankee pascià,"Adventure, Romance"
tt0047685,Sangue e metallo giallo,"Comedy, Drama, Western"
tt0047686,L'ascia di guerra,Western
tt0047688,Tu sei il mio destino,"Drama, Musical, Romance"
tt0047696,Åsa-Nisse på hal is,Comedy
tt0047697,Silenzio... si spara!,"Action, Adventure, Crime"
tt0047788,La strana guerra del sottufficiale Asch,"War, Drama"
tt0047789,08/15 Kaputt,"Drama, War"
tt0047790,Operazione walkiria,"Drama, History, Thriller"
tt0047795,Il mistero della piramide,"Action, Adventure, Comedy"
tt0047797,Sopra di noi il mare,"Drama, War"
tt0047799,Accadde al penitenziario,Comedy
tt0047804,Non è peccato,"Comedy, Musical, Romance"
tt0047811,Secondo amore,"Drama, Romance"
tt0047813,An Alligator Named Daisy,"Comedy, Musical, Romance"
tt0047817,L'amante di lady Chatterley,Drama
tt0047818,Gli amanti del Tago,"Drama, Romance"
tt0047820,L'americano,"Adventure, Western"
tt0047821,Le amiche,"Drama, Romance"
tt0047822,Amici per la pelle,"Comedy, Drama"
tt0047830,The Angel Who Pawned Her Harp,"Comedy, Fantasy"
tt0047832,L'angelo bianco,Drama
tt0047834,La fattoria degli animali,"Animation, Drama"
tt0047837,La meticcia di fuoco,Western
tt0047839,L'arte di arrangiarsi,Comedy
tt0047840,Artisti e modelle,"Comedy, Musical, Romance"
tt0047841,La pace torna in casa Bentley,"Comedy, Drama, Musical"
tt0047844,Gunpoint,Western
tt0047849,Giorno maledetto,"Crime, Drama, Mystery"
tt0047853,La bande à papa,Comedy
tt0047860,Prima dell'uragano,"Drama, Romance, War"
tt0047861,Taxi da battaglia,"Drama, War"
tt0047865,Il dubbio dell'anima,"Crime, Drama, Film-Noir"
tt0047870,La bella di Roma,Comedy
tt0047871,La bella mugnaia,Comedy
tt0047872,La moschea nel deserto,"Adventure, Crime, Drama"
tt0047873,Il re del jazz,"Biography, Drama, Music"
tt0047876,Il bidone,"Comedy, Drama"
tt0047877,The Big Bluff,"Crime, Drama, Film-Noir"
tt0047878,La polizia bussa alla porta,"Crime, Drama, Film-Noir"
tt0047879,Un pugno di criminali,"Crime, Drama, Film-Noir"
tt0047880,Il grande coltello,"Crime, Drama, Film-Noir"
tt0047885,Il seme della violenza,"Crime, Drama"
tt0047889,Oceano rosso,"Action, Adventure"
tt0047892,Bob il giocatore,"Crime, Drama, Thriller"
tt0047895,Zapasnoy igrok,"Comedy, Sport"
tt0047896,Bravissimo,"Music, Comedy"
tt0047898,La sposa del mostro,"Horror, Sci-Fi"
tt0047899,Quando una ragazza è bella,"Comedy, Music"
tt0047904,Spionaggio atomico,"Crime, Drama, Film-Noir"
tt0047913,Cani perduti senza collare,Drama
tt0047919,Il ribelle d'Irlanda,"Adventure, Drama, History"
tt0047923,Carrington V.C.,Drama
tt0047925,Amanti di domani,Drama
tt0047926,Cella 2455 braccio della morte,"Biography, Crime, Drama"
tt0047930,Viaggio nella preistoria,"Adventure, Animation, Family"
tt0047932,Vedova per una notte,"Comedy, Romance"
tt0047934,Il sindacato di Chicago,"Crime, Drama, Film-Noir"
tt0047935,Furia indiana,"Biography, Western"
tt0047937,Chiyari Fuji,"Adventure, Drama"
tt0047940,Ciske muso di topo,Drama
tt0047944,La tela del ragno,Drama
tt0047945,La giungla degli implacabili,"Drama, History, War"
tt0047947,La conquista dello spazio,Sci-Fi
tt0047948,Sette mogli per un marito,Comedy
tt0047951,Il coraggio,Comedy
tt0047954,Conta fino a 3 e prega!,"Drama, Western"
tt0047956,Corte marziale,"Biography, Drama, War"
tt0047958,I sanguinari,"Crime, Drama, Film-Noir"
tt0047960,Banditi atomici,"Crime, Horror, Sci-Fi"
tt0047962,La trama del delitto,"Crime, Drama, Film-Noir"
tt0047966,Il culto del cobra,"Fantasy, Horror"
tt0047969,Papà gambalunga,"Musical, Romance"
tt0047975,Il vendicatore nero,"Adventure, Drama, History"
tt0047976,Dementia,"Film-Noir, Horror, Mystery"
tt0047977,Davy Crockett,"Adventure, Drama, Family"
tt0047978,Profondo come il mare,"Drama, Romance"
tt0047979,Delo Rumyantseva,"Crime, Mystery, Drama"
tt0047982,Appuntamento al Km. 424,Drama
tt0047983,La figlia dello sceicco,"Adventure, Romance"
tt0047985,Ore disperate,"Crime, Drama, Film-Noir"
tt0047986,Destinazione Piovarolo,Comedy
tt0047988,Det var paa Rundetaarn,"Comedy, Romance"
tt0047989,4 fanteria,"Musical, Romance"
tt0047990,Devdas,"Drama, Musical, Romance"
tt0047991,Devil Goddess,Adventure
tt0047998,Il nostro direttore,Comedy
tt0048001,Incontro a Rio,Comedy
tt0048002,Don Camillo e l'onorevole Peppone,Comedy
tt0048005,La donna del fiume,Drama
tt0048006,La donna più bella del mondo (Lina Cavalieri),"Comedy, Drama, Romance"
tt0048014,Anna al collo,Comedy
tt0048021,Rififi,"Crime, Drama, Thriller"
tt0048027,Dva kapitana,Adventure
tt0048028,La valle dell'Eden,Drama
tt0048034,La fine dell'avventura,"Drama, Romance"
tt0048037,Estasi di un delitto,"Comedy, Crime, Drama"
tt0048039,Un eroe dei nostri tempi,Comedy
tt0048040,Accadde il 20 luglio,"Drama, History, Thriller"
tt0048043,Delitto blu,"Comedy, Drama"
tt0048044,L'avventuriero di Burma,Adventure
tt0048047,Bandiera di combattimento,"Biography, Drama, War"
tt0048055,Terra lontana,"Action, Romance, Western"
tt0048056,I due capitani,"History, Western"
tt0048058,Far til fire på landet,"Comedy, Family"
tt0048064,Delitto sulla spiaggia,"Crime, Drama, Film-Noir"
tt0048070,Il figlio di Caroline Cherie,"Adventure, History"
tt0048072,Tenebrosa avventura,"Crime, Drama, Film-Noir"
tt0048077,5 contro il casinò,"Crime, Drama, Film-Noir"
tt0048078,Cinque colpi di pistola,Western
tt0048079,L'avventuriera di Bahamas,"Crime, Drama, Film-Noir"
tt0048087,I perversi,"Drama, Thriller"
tt0048090,Orizzonte di fuoco,Western
tt0048091,Orgoglio di razza,"Action, Drama, Romance"
tt0048092,Francis in the Navy,"Comedy, Fantasy"
tt0048103,Ragazze folli,"Comedy, Drama"
tt0048104,Henriette,Comedy
tt0048109,I giganti,"Crime, Drama"
tt0048111,Gli uomini sposano le brune,"Comedy, Musical, Romance"
tt0048112,Geordie,"Comedy, Drama, Romance"
tt0048115,Il grido di guerra di nuvola rossa,"Action, Adventure, Drama"
tt0048118,La ragazza di Las Vegas,"Comedy, Musical"
tt0048119,L'altalena di velluto rosso,"Biography, Crime, Drama"
tt0048121,Collina 24 non risponde,"Adventure, Drama, Romance"
tt0048123,The Glass Cage,Mystery
tt0048124,La scarpetta di vetro,"Fantasy, Musical, Romance"
tt0048127,Il re dei mostri,"Action, Horror, Sci-Fi"
tt0048130,"Buongiorno, miss Dove",Drama
tt0048132,Grand National Night,"Crime, Thriller"
tt0048133,Grandi manovre,"Comedy, Drama, Romance"
tt0048139,L'arma che conquistò il West,"Action, Adventure, Western"
tt0048140,Bulli e pupe,"Comedy, Crime, Musical"
tt0048150,Flash! cronaca nera,"Action, Adventure, Crime"
tt0048152,Heidi torna a casa,"Drama, Family"
tt0048158,La baia dell'inferno,"Crime, Drama, Film-Noir"
tt0048160,Il demone dell'isola,"Adventure, Drama, Film-Noir"
tt0048166,High Society,Comedy
tt0048169,Cielo senza stelle,"Romance, Drama"
tt0048170,...e il cielo rispose...,Comedy
tt0048171,Tutti in coperta,"Comedy, Musical, Romance"
tt0048182,La casa di bambù,"Crime, Drama, Film-Noir"
tt0048183,Scandalo al collegio,Comedy
tt0048187,Gli eroi sono stanchi,"Adventure, Drama"
tt0048188,La donna è un male necessario,Drama
tt0048190,Tutto finì alle sei,"Crime, Drama, Film-Noir"
tt0048191,Piangerò domani,"Biography, Drama, Music"
tt0048193,Ich denke oft an Piroschka,"Comedy, Romance"
tt0048198,Testimonianza di un essere vivente,Drama
tt0048199,Voi assassini,"Crime, Drama, Film-Noir"
tt0048201,L'impossible Monsieur Pipelet,"Comedy, Drama"
tt0048204,Il cacciatore di indiani,Western
tt0048207,Gli innamorati,Comedy
tt0048208,El inocente,"Comedy, Musical"
tt0048210,Oltre il destino,"Biography, Drama, Music"
tt0048211,The Intruder,"Drama, War"
tt0048214,Isän vanha ja uusi,"Comedy, Romance"
tt0048215,Il mostro dei mari,"Horror, Sci-Fi"
tt0048216,È sempre bel tempo,"Comedy, Drama, Musical"
tt0048217,It's a Dog's Life,"Drama, Comedy"
tt0048222,Jail Busters,Comedy
tt0048223,Jan Zizka,"Drama, War"
tt0048227,Jedda,"Adventure, Drama, History"
tt0048230,La legione dell'inferno,"Crime, Drama, Film-Noir"
tt0048231,John and Julie,"Family, Comedy"
tt0048232,Josephine and Men,Comedy
tt0048233,Vento di terre lontane,"Drama, Romance, Western"
tt0048235,L'inferno è a Dien Bien Fu,"Drama, War"
tt0048238,La valle degli uomini luna,"Action, Adventure, Fantasy"
tt0048239,Annibale e la vestale,"Adventure, Comedy, Fantasy"
tt0048240,Jû jin yuki otoko,"Horror, Sci-Fi"
tt0048248,Il kentuckiano,"Drama, Western"
tt0048250,Domani splenderà il sole,"Comedy, Drama, Family"
tt0048253,Kiinni on ja pysyy,Comedy
tt0048254,Il bacio dell'assassino,"Crime, Drama, Film-Noir"
tt0048255,All'est si muore,"Drama, War"
tt0048256,King Dinosaur,"Adventure, Sci-Fi"
tt0048259,Il ladro del re,"Adventure, History"
tt0048260,Uno straniero tra gli angeli,"Adventure, Musical, Fantasy"
tt0048261,Un bacio e una pistola,"Crime, Film-Noir, Mystery"
tt0048262,Bacio di fuoco,"Adventure, History, Romance"
tt0048266,Il cuore delle cose,Drama
tt0048272,Sogni di donna,Drama
tt0048275,Körhinta,"Romance, Drama"
tt0048279,Lady Godiva,"Drama, History"
tt0048280,Lilli e il vagabondo,"Animation, Adventure, Comedy"
tt0048281,La signora omicidi,"Comedy, Crime"
tt0048283,La regina delle piramidi,"Adventure, Drama, History"
tt0048287,Alamo,"History, War, Western"
tt0048289,I senza Dio,Western
tt0048291,La mano sinistra di Dio,Drama
tt0048294,Le armi del re,"Comedy, Fantasy, Romance"
tt0048295,L'ultimo atto,"Drama, History, War"
tt0048301,A Life in the Balance,"Crime, Mystery, Thriller"
tt0048304,Il piccolo fuorilegge,"Drama, Family"
tt0048308,Lola Montès,"Biography, Drama, Romance"
tt0048310,Il cavaliere senza volto,"Action, Adventure, Drama"
tt0048312,La lunga linea grigia,"Biography, Comedy, Drama"
tt0048314,Lord of the Jungle,Adventure
tt0048315,999 Scotland Yard,"Crime, Mystery, Thriller"
tt0048316,L'amore è una cosa meravigliosa,"Biography, Drama, Romance"
tt0048317,Amami o lasciami,"Biography, Drama, Music"
tt0048318,Lucy Gallant,Drama
tt0048319,Luffaren och Rasmus,Family
tt0048321,I tuoi occhi bruciano,Drama
tt0048324,Magdanas lurja,Drama
tt0048326,Bäxtiyar,Comedy
tt0048328,Ma and Pa Kettle at Waikiki,"Action, Adventure, Comedy"
tt0048331,Il grande matador,"Drama, Romance"
tt0048333,Make Me an Offer!,Comedy
tt0048334,El malvado Carabel,Comedy
tt0048336,Gli ostaggi,"Romance, Western"
tt0048337,A Man Called Peter,"Biography, Drama, Family"
tt0048338,L'uomo che amava le rosse,"Comedy, Music, Romance"
tt0048339,Sangue caldo,Western
tt0048340,L'uomo senza paura,Western
tt0048341,Duello a Bitter Ridge,"Romance, Western"
tt0048342,L'uomo di Laramie,Western
tt0048346,L'uomo del momento,Comedy
tt0048347,L'uomo dal braccio d'oro,"Crime, Drama, Romance"
tt0048350,Un napoletano nel Far West,"Comedy, Romance, Western"
tt0048351,I razziatori,Western
tt0048353,Margherita della notte,"Drama, Fantasy, Romance"
tt0048355,Maria Antonietta,"Drama, History"
tt0048356,Marty - Vita di un timido,"Drama, Romance"
tt0048358,I giustizieri del Kansas,Western
tt0048359,Mat,Drama
tt0048361,Les mauvaises rencontres,Drama
tt0048362,Maksim Perepelitsa,Comedy
tt0048364,Una tigre in cielo,"Drama, War"
tt0048380,La nave matta di Mister Roberts,"Comedy, Drama, War"
tt0048382,Il mulino della fortuna,"Crime, Drama"
tt0048387,Il covo dei contrabbandieri,"Adventure, Drama"
tt0048392,Mr. & Mrs. '55,"Comedy, Musical, Romance"
tt0048394,Gli egoisti,"Crime, Drama"
tt0048396,Murder Is My Beat,"Film-Noir, Mystery"
tt0048401,Mia sorella Evelina,"Comedy, Musical, Romance"
tt0048404,Die Mädels vom Immenhof,"Comedy, Drama, Family"
tt0048411,Fratelli messicani,"Action, Crime, Drama"
tt0048412,Brooklyn chiama polizia,"Crime, Drama, Film-Noir"
tt0048413,Napoleone Bonaparte,"Biography, Drama, War"
tt0048420,Rivolta al molo n 6,"Crime, Drama, Film-Noir"
tt0048421,Anonima delitti,"Crime, Drama, Film-Noir"
tt0048423,Notte di terrore,"Crime, Drama, Film-Noir"
tt0048424,La morte corre sul fiume,"Crime, Drama, Film-Noir"
tt0048426,Squadra criminale: caso 24,"Crime, Film-Noir, Mystery"
tt0048429,Nogiku no gotoki kimi nariki,"Drama, Romance"
tt0048432,Nessuno resta solo,"Drama, Film-Noir, Romance"
tt0048441,Oh... Rosalinda!!,Musical
tt0048445,Oklahoma!,"Comedy, Drama, Musical"
tt0048448,Casa da gioco,"Drama, Romance"
tt0048452,Ordet - La parola,Drama
tt0048455,Otello il moro di Venezia,"Drama, Romance"
tt0048458,Come Eva... più di Eva,Comedy
tt0048459,Our Miss Brooks,Comedy
tt0048461,Ovod,"Action, Drama, History"
tt0048463,Pablo y Carolina,"Comedy, Romance"
tt0048465,Panther Girl of the Kongo,"Action, Sci-Fi"
tt0048470,Il cargo della violenza,Drama
tt0048473,Il lamento sul sentiero,Drama
tt0048474,Pearl of the South Pacific,"Action, Adventure"
tt0048475,Peccato che sia una canaglia,"Comedy, Romance"
tt0048476,La mente che uccide,Crime
tt0048480,Pekka ja Pätkä pahassa pulassa,Comedy
tt0048481,Pekka ja Pätkä puistotäteinä,Comedy
tt0048484,Tempo di furore,"Crime, Drama, Music"
tt0048488,La città del vizio,"Crime, Drama, Film-Noir"
tt0048489,Piccola posta,Comedy
tt0048491,Picnic,"Drama, Romance"
tt0048493,La schiava del pirata,Adventure
tt0048499,La Pointe-Courte,Drama
tt0048500,Pokolenie,"Drama, War"
